; 東方模倣風(r39u1) - stage_6
;---------------------------
; 暫定フォーマットは readme_standard.txt 参照。
3000,0,005,044,0,149,-30,000,384,296,8,80
3030,0,005,044,0,026,-30,000,384,304,8,80
3060,0,005,044,0,282,-30,000,384,312,8,80
3090,0,005,044,0,188,-30,000,384,320,8,80
3120,0,005,044,0,104,-30,000,384,328,8,80
3150,0,005,044,0,315,-30,000,384,336,8,80
;
3180,0,013,036,0,196,-30,000,512,010,8,100
3180,0,013,036,0,196,-30,000,512,010,8,100
3180,0,013,036,0,196,-30,000,512,030,8,100
3180,0,013,036,0,196,-30,000,512,010,8,100
;
3180,0,013,036,0,196,-30,000,512,010,8,100
3180,0,013,036,0,196,-30,000,512,020,8,100
3180,0,013,036,0,196,-30,000,512,010,8,100
3180,0,013,036,0,196,-30,000,512,010,8,100
;
3180,0,013,036,0,196,-30,000,512,010,8,100
3180,0,013,036,0,196,-30,000,512,010,8,100
3180,0,013,036,0,196,-30,000,512,010,8,100
3180,0,013,036,0,196,-30,000,512,010,8,100
;
3180,0,013,036,0,196,-30,000,512,010,8,100
3180,0,013,036,0,196,-30,000,512,030,8,100
3180,0,013,036,0,196,-30,000,512,010,8,100
3180,0,013,036,0,196,-30,000,512,010,8,100
;
;ザコ020#7謎メモ
3540,0,012,016,0,-20,40,000,512,200,8,200
;
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,020,8,100
;
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
;
3660,0,013,036,0,196,-30,000,512,030,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
;
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
3660,0,013,036,0,196,-30,000,512,010,8,100
;
4130,1,2,032,15,176,50,000,512,1856,14,10000
;ザコ020#7謎メモ
4140,0,012,016,0,-20,040,000,512,200,8,200
4200,0,010,047,0,208,-80,000,1112,500,8,600
4210,0,010,047,0,240,-80,000,1012,500,8,600
4220,0,010,047,0,272,-80,000,1212,500,8,600
4230,0,010,047,0,304,-80,000,1312,500,8,600
4240,0,010,047,0,336,-80,000,1412,500,8,600
4250,0,010,047,0,288,-80,000,1212,500,8,600
4260,0,010,047,0,258,-80,000,1312,500,8,600
4270,0,010,047,0,228,-80,000,1212,500,8,600
4280,0,010,047,0,198,-80,000,1312,500,8,600
4290,0,010,047,0,168,-80,000,1212,500,8,600
4300,0,010,047,0,138,-80,000,1412,500,8,600
4310,0,010,047,0,106,-80,000,1212,500,8,600
4320,0,010,047,0,306,-80,000,1312,500,8,600
4330,0,010,047,0,106,-80,000,1112,500,8,600
4340,0,010,047,0,306,-80,000,1012,500,8,600
4350,0,010,047,0,016,-80,000,1112,500,8,600
4360,0,010,047,0,048,-80,000,1412,500,8,600
4370,0,010,047,0,080,-80,000,1012,500,8,600
4380,0,010,047,0,144,-80,000,1312,500,8,600
4390,0,010,047,0,176,-80,000,1212,500,8,600
4400,0,010,047,0,208,-80,000,1412,500,8,600
4410,0,010,047,0,240,-80,000,1512,500,8,600
4420,0,010,047,0,272,-80,000,1212,500,8,600
4430,0,010,047,0,304,-80,000,1112,500,8,600
4440,0,010,047,0,336,-80,000,1212,500,8,600
4450,0,010,047,0,130,-80,000,1412,500,8,600
4460,0,010,047,0,254,-80,000,1312,500,8,600
4470,0,010,047,0,144,-80,000,1012,500,8,600
4480,0,010,047,0,240,-80,000,1512,500,8,600
4490,0,010,047,0,126,-80,000,1512,500,8,600
;ザコ020#7謎メモ
4500,0,012,016,0,-20,040,000,512,200,8,200
4530,0,001,028,3,196,050,000,512,030,8,100
4560,0,001,028,3,316,030,000,512,030,8,100
4590,0,001,028,3,316,200,000,512,030,8,100
4620,0,001,028,3,046,030,030,000,512,8,100
4650,0,001,028,3,046,200,030,000,512,8,100
4650,0,001,028,3,196,120,030,000,512,8,100
;
; 左側にいれば楽だが、。
; 右側は狭い場所で弾を避けるので難しい。
;
4944,0,001,028,3,066,100,000,512,030,8,100
4956,0,001,028,3,116,100,000,512,030,8,100
4968,0,001,028,3,166,100,000,512,030,8,100
4980,0,001,028,3,216,100,000,512,030,8,100
4992,0,001,028,3,266,100,030,000,512,8,100
5004,0,001,028,3,316,100,030,000,512,8,100
;
5016,0,001,028,3,316,150,000,512,030,8,100
5028,0,001,028,3,266,150,000,512,030,8,100
5040,0,001,028,3,216,150,000,512,030,8,100
5052,0,001,028,3,166,150,000,512,030,8,100
5064,0,001,028,3,116,150,030,000,512,8,100
5076,0,001,028,3,066,150,030,000,512,8,100
;
5088,0,001,028,3,066,200,000,512,030,8,100
5100,0,001,028,3,116,200,000,512,030,8,100
5112,0,001,028,3,166,200,000,512,030,8,100
5124,0,001,028,3,216,200,000,512,030,8,100
5136,0,001,028,3,266,200,030,000,512,8,100
5148,0,001,028,3,316,200,030,000,512,8,100
;
5160,0,001,028,3,316,250,000,512,030,8,100
5172,0,001,028,3,266,250,000,512,030,8,100
5184,0,001,028,3,216,250,000,512,030,8,100
5196,0,001,028,3,166,250,000,512,030,8,100
5208,0,001,028,3,116,250,030,000,512,8,100
5220,0,001,028,3,066,250,030,000,512,8,100
;
; 右側から出てくる。
;
5060,0,019,016,0,304,-104,000,512,030,8,100
5070,0,019,016,0,336,-104,000,512,030,8,100
5080,0,019,016,0,304,-096,000,512,030,8,100
5090,0,019,016,0,272,-096,000,512,030,8,100
5100,0,019,016,0,212,-080,000,512,030,8,100
5110,0,019,016,0,336,-080,000,512,030,8,100
5120,0,019,016,0,304,-064,000,512,030,8,100
5130,0,019,016,0,272,-064,000,512,030,8,100
5140,0,019,016,0,240,-048,000,512,030,8,100
5150,0,019,016,0,208,-048,000,512,030,8,100
5160,0,019,016,0,304,-032,000,512,030,8,100
5170,0,019,016,0,280,-032,000,512,030,8,100
5180,0,019,016,0,248,-016,000,512,030,8,100
5190,0,019,016,0,016,-016,000,512,030,8,100

; ボス 6 - 十六夜 咲夜 - 
5700,3,,,,,,,0000,,,0
5700,2,6,,,192,-100,000,000,,,500000
